id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
21746	Forbidden Path Invader Elite Soldier		9C	E8	A9	-1
21747	Forbidden Path Invader Elite Soldier		9C	E8	A9	-1
21748	Forbidden Path Invader Elite Soldier		9C	E8	A9	-1
21749	Forbidden Path Invader Elite Soldier		9C	E8	A9	-1
21750	Forbidden Path Invader Magus		9C	E8	A9	-1
21751	Dark Omen Invader Soldier		9C	E8	A9	-1
21752	Dark Omen Invader Soldier		9C	E8	A9	-1
21753	Dark Omen Invader Archer		9C	E8	A9	-1
21754	Dark Omen Invader Elite Soldier		9C	E8	A9	-1
21755	Dark Omen Invader Shaman		9C	E8	A9	-1
21756	Dark Omen Invader Priest		9C	E8	A9	-1
21757	Dark Omen Invader Magus		9C	E8	A9	-1
21758	Dark Omen Invader Martyrs		9C	E8	A9	-1
21759	Dark Omen Invader Warrior		9C	E8	A9	-1
21760	Dark Omen Invader Soldier		9C	E8	A9	-1
21761	Dark Omen Invader Disciple		9C	E8	A9	-1
21762	Dark Omen Invader Berserker		9C	E8	A9	-1
21763	Dark Omen Invader Food		9C	E8	A9	-1
21764	Dark Omen Invader Elite Soldier		9C	E8	A9	-1
21765	Dark Omen Invader Elite Soldier		9C	E8	A9	-1
21766	Dark Omen Invader Elite Soldier		9C	E8	A9	-1
21767	Dark Omen Invader Elite Soldier		9C	E8	A9	-1
21768	Dark Omen Invader Warrior		9C	E8	A9	-1
21769	Dark Omen Invader Elite Soldier		9C	E8	A9	-1
21770	Dark Omen Invader Elite Soldier		9C	E8	A9	-1
21771	Dark Omen Invader Elite Soldier		9C	E8	A9	-1
21772	Dark Omen Invader Elite Soldier		9C	E8	A9	-1
21773	Dark Omen Invader Magus		9C	E8	A9	-1
21774	Messenger Invader Soldier		9C	E8	A9	-1
21775	Messenger Invader Soldier		9C	E8	A9	-1
21776	Messenger Invader Archer		9C	E8	A9	-1
21777	Messenger Invader Elite Soldier		9C	E8	A9	-1
21778	Messenger Invader Shaman		9C	E8	A9	-1
21779	Messenger Invader Priest		9C	E8	A9	-1
21780	Messenger Invader Magus		9C	E8	A9	-1
21781	Messenger Invader Martyrs		9C	E8	A9	-1
21782	Messenger Invader Warrior		9C	E8	A9	-1
21783	Messenger Invader Soldier		9C	E8	A9	-1
21784	Messenger Invader Disciple		9C	E8	A9	-1
21785	Messenger Invader Berserker		9C	E8	A9	-1
21786	Messenger Invader Food		9C	E8	A9	-1
21787	Messenger Invader Elite Soldier		9C	E8	A9	-1
21788	Messenger Invader Elite Soldier		9C	E8	A9	-1
21789	Messenger Invader Elite Soldier		9C	E8	A9	-1
21790	Messenger Invader Elite Soldier		9C	E8	A9	-1
21791	Messenger Invader Warrior		9C	E8	A9	-1
21792	Messenger Invader Elite Soldier		9C	E8	A9	-1
21793	Messenger Invader Elite Soldier		9C	E8	A9	-1
21794	Messenger Invader Elite Soldier		9C	E8	A9	-1
21795	Messenger Invader Elite Soldier		9C	E8	A9	-1
21796	Messenger Invader Magus		9C	E8	A9	-1
21797	Spirit of Timiniel		9C	E8	A9	-1
21798	Ghost of a Gatekeeper		9C	E8	A9	-1
21799	Ghost of a Gatekeeper		9C	E8	A9	-1
21800	Vassal Ghost		9C	E8	A9	-1
21801	Treasure Chest		9C	E8	A9	-1
21802	Treasure Chest		9C	E8	A9	-1
21803	Treasure Chest		9C	E8	A9	-1
21804	Treasure Chest		9C	E8	A9	-1
21805	Treasure Chest		9C	E8	A9	-1
21806	Treasure Chest		9C	E8	A9	-1
21807	Treasure Chest		9C	E8	A9	-1
21808	Treasure Chest		9C	E8	A9	-1
21809	Treasure Chest		9C	E8	A9	-1
21810	Treasure Chest		9C	E8	A9	-1
21811	Treasure Chest		9C	E8	A9	-1
21812	Treasure Chest		9C	E8	A9	-1
21813	Treasure Chest		9C	E8	A9	-1
21814	Treasure Chest		9C	E8	A9	-1
21815	Treasure Chest		9C	E8	A9	-1
21816	Treasure Chest		9C	E8	A9	-1
21817	Treasure Chest		9C	E8	A9	-1
21818	Treasure Chest		9C	E8	A9	-1
21819	Treasure Chest		9C	E8	A9	-1
21820	Treasure Chest		9C	E8	A9	-1
21821	Treasure Chest		9C	E8	A9	-1
21822	Treasure Chest		9C	E8	A9	-1
21823	Executor of Sacrificial Offerings		9C	E8	A9	-1
21824	Alpen Kookaburra		9C	E8	A9	-1
21825	Alpen Kookaburra		9C	E8	A9	-1
21826	Alpen Buffalo		9C	E8	A9	-1
21827	Alpen Buffalo		9C	E8	A9	-1
21828	Alpen Cougar		9C	E8	A9	-1
21829	Alpen Cougar		9C	E8	A9	-1
22001	Grim Wolf		9C	E8	A9	-1
22002	Grim Grizzly		9C	E8	A9	-1
22003	Grave Robber Scout		9C	E8	A9	-1
22004	Grave Robber Lookout		9C	E8	A9	-1
22005	Grave Robber Ranger		9C	E8	A9	-1
22006	Grave Robber Guard		9C	E8	A9	-1
22007	Ghost of a Soldier		9C	E8	A9	-1
22008	Grave Robber Fighter		9C	E8	A9	-1
22009	Ghost of a Loyal Vassal		9C	E8	A9	-1
22010	Ghost of a General		9C	E8	A9	-1
22011	Ghost of a Batur Chief		9C	E8	A9	-1
22012	Ghost of a Batur Chief		9C	E8	A9	-1
22013	Ghost of a Morek Chief		9C	E8	A9	-1
22014	Ghost of a Morek Chief		9C	E8	A9	-1
22015	Ghost of a Turka Chief		9C	E8	A9	-1
22016	Ghost of a Turka Chief		9C	E8	A9	-1
22017	Bandit Sweeper		9C	E8	A9	-1
22018	Bandit Hound		9C	E8	A9	-1
22019	Bandit Watchman		9C	E8	A9	-1
22020	Snow Lynx		9C	E8	A9	-1
22021	Bandit Undertaker		9C	E8	A9	-1
22022	Bandit Assassin		9C	E8	A9	-1
22023	Bandit Warrior		9C	E8	A9	-1
22024	Bandit Inspector		9C	E8	A9	-1
22025	Frozen Wasteland Werewolf		9C	E8	A9	-1
22026	Bandit Captain		9C	E8	A9	-1
22027	Forgotten Crewman		9C	E8	A9	-1
22028	Vagabond of the Ruins		9C	E8	A9	-1
22029	Ragna Orc		9C	E8	A9	-1
22030	Ragna Orc Shaman		9C	E8	A9	-1
22031	Ragna Orc Archer		9C	E8	A9	-1
22032	Ragna Orc Warrior		9C	E8	A9	-1
22033	Ragna Orc Mage		9C	E8	A9	-1
22034	Ragna Orc Mage		9C	E8	A9	-1
22035	Ragna Orc Mage		9C	E8	A9	-1
22036	Ragna Orc Mage		9C	E8	A9	-1
22037	Ragna Orc Healer		9C	E8	A9	-1
22038	Ragna Orc Hero		9C	E8	A9	-1
22039	Ragna Orc Commander		9C	E8	A9	-1
22040	Ragna Orc Sniper		9C	E8	A9	-1
22041	Ragna Orc Sorcerer		9C	E8	A9	-1
22042	Ragna Orc Sorcerer		9C	E8	A9	-1
22043	Ragna Orc Sorcerer		9C	E8	A9	-1
22044	Ragna Orc Sorcerer		9C	E8	A9	-1
22045	Dark Corpse		9C	E8	A9	-1
22046	Varangka's Dre Vanul		9C	E8	A9	-1
22047	Guardian of the Ghost Town		9C	E8	A9	-1
22048	Dark Spider		9C	E8	A9	-1
22049	Varangka's Succubus		9C	E8	A9	-1
22050	Probe Golem Prodigy IV		9C	E8	A9	-1
22051	Spelunking Spider		9C	E8	A9	-1
22052	Menacing Jackhammer Golem		9C	E8	A9	-1
22053	Horrifying Cannon Golem I		9C	E8	A9	-1
22054	Horrifying Cannon Golem IV		9C	E8	A9	-1
22055	Cruel Vice Golem		9C	E8	A9	-1
22056	Probe Golem Champion I		9C	E8	A9	-1
22057	Spelunking Ant		9C	E8	A9	-1
22058	Horrifying Excavator Golem III		9C	E8	A9	-1
22059	Bloodthirsty Ginzu Golem VII		9C	E8	A9	-1
22060	Horrifying Cannon Golem		9C	E8	A9	-1
22061	Horrifying Cannon Golem III		9C	E8	A9	-1
22062	Horrifying Jackhammer Golem		9C	E8	A9	-1
22063	Ginzu Golem Prodigy X		9C	E8	A9	-1
22064	Bloodthirsty Ginzu Golem II		9C	E8	A9	-1
22065	Horrifying Ginzu Golem V		9C	E8	A9	-1
22066	Horrifying Cannon Golem VI		9C	E8	A9	-1
22067	Horrifying Cannon Golem VI		9C	E8	A9	-1
22068	Horrifying Cannon Golem VI		9C	E8	A9	-1
22069	Horrifying Cannon Golem VI		9C	E8	A9	-1
22070	Horrifying Cannon Golem VI		9C	E8	A9	-1
22071	Horrifying Cannon Golem VI		9C	E8	A9	-1
22072	Horrifying Cannon Golem VI		9C	E8	A9	-1
22073	Horrifying Cannon Golem VI		9C	E8	A9	-1
22074	Epic Cannon Golem		9C	E8	A9	-1
22075	Epic Cannon Golem Adjunct		9C	E8	A9	-1
22076	Deadly Ginzu Golem V		9C	E8	A9	-1
22077	Horrifying Ginzu Golem VIII		9C	E8	A9	-1
22078	Deadly Ginzu Golem VIII		9C	E8	A9	-1
22079	Lost Bandersnatch		9C	E8	A9	-1
22080	Massive Maze Bandersnatch		9C	E8	A9	-1
22081	Lost Watcher		9C	E8	A9	-1
22082	Elder Lost Watcher		9C	E8	A9	-1
22083	Baby Panthera		9C	E8	A9	-1
22084	Panthera		9C	E8	A9	-1
22085	Lost Gargoyle		9C	E8	A9	-1
22086	Lost Gargoyle Youngling		9C	E8	A9	-1
22087	Pronghorn Spirit		9C	E8	A9	-1
22088	Pronghorn		9C	E8	A9	-1
22089	Ice Tarantula		9C	E8	A9	-1
22090	Frost Tarantula		9C	E8	A9	-1
22091	Lost Iron Golem		9C	E8	A9	-1
22092	Frost Iron Golem		9C	E8	A9	-1
22093	Lost Buffalo		9C	E8	A9	-1
22094	Frost Buffalo		9C	E8	A9	-1
22095	Ursus Cub		9C	E8	A9	-1
22096	Ursus		9C	E8	A9	-1
22097	Lost Yeti		9C	E8	A9	-1
22098	Frost Yeti		9C	E8	A9	-1
22099	Freya's Buffalo		9C	E8	A9	-1
22100	Freya's Gardener		9C	E8	A9	-1
22101	Freya's Servant		9C	E8	A9	-1
22102	Freya's Servant		9C	E8	A9	-1
22103	Freya's White Bear		9C	E8	A9	-1
22104	Freya's Dog		9C	E8	A9	-1
22105	Spiked Stakato		9C	E8	A9	-1
22106	Spiked Stakato Worker		9C	E8	A9	-1
22107	Spiked Stakato Guard		9C	E8	A9	-1
22108	Female Spiked Stakato		9C	E8	A9	-1
22109	Male Spiked Stakato		9C	E8	A9	-1
22110	Male Spiked Stakato		9C	E8	A9	-1
22111	Spiked Stakato Sorcerer		9C	E8	A9	-1
22112	Cannibalistic Stakato Follower		9C	E8	A9	-1
22113	Cannibalistic Stakato Leader		9C	E8	A9	-1
22114	Cannibalistic Stakato Leader		9C	E8	A9	-1
22115	Spiked Stakato Soldier		9C	E8	A9	-1
22116	Spiked Stakato Drone		9C	E8	A9	-1
22117	Spiked Stakato Captain		9C	E8	A9	-1
22118	Spiked Stakato Nurse		9C	E8	A9	-1
22119	Spiked Stakato Nurse		9C	E8	A9	-1
22120	Spiked Stakato Baby		9C	E8	A9	-1
22121	Spiked Stakato Shaman		9C	E8	A9	-1
22122	Monastic Pilgrim		9C	E8	A9	-1
22123	Monastic Crusader		9C	E8	A9	-1
22124	Solina Brother		9C	E8	A9	-1
22125	Solina Lay Brother		9C	E8	A9	-1
22126	Silent Seeker		9C	E8	A9	-1
22127	Silent Brother		9C	E8	A9	-1
22128	Monastery Guardian		9C	E8	A9	-1
22129	Warrior Monk		9C	E8	A9	-1
22130	Divine Advocate		9C	E8	A9	-1
22131	Pilgrim of Light		9C	E8	A9	-1
22132	Judge of Light		9C	E8	A9	-1
22133	Guardian of the Grail		9C	E8	A9	-1
22134	Guardian of the Holy Land		9C	E8	A9	-1
22135	Beholder of Light		9C	E8	A9	-1
22136	Gatekeeper Zombie		9C	E8	A9	-1
22137	Penance Guard		9C	E8	A9	-1
22138	Chapel Guard		9C	E8	A9	-1
22139	Old Aristocrat's Soldier		9C	E8	A9	-1
22140	Zombie Worker		9C	E8	A9	-1
22141	Forgotten Victim		9C	E8	A9	-1
22142	Triol's Layperson		9C	E8	A9	-1
22143	Triol's Believer		9C	E8	A9	-1
22144	Resurrected Temple Knight		9C	E8	A9	-1
22145	Ritual Sacrifice		9C	E8	A9	-1
22146	Triol's Priest		9C	E8	A9	-1
22147	Ritual Offering		9C	E8	A9	-1
22148	Triol's Believer		9C	E8	A9	-1
22149	Ritual Offering		9C	E8	A9	-1
22150	Triol's Believer		9C	E8	A9	-1
22151	Triol's Priest		9C	E8	A9	-1
22152	Temple Guard		9C	E8	A9	-1
22153	Temple Guard Captain		9C	E8	A9	-1
22154	Ritual Sacrifice		9C	E8	A9	-1
22155	Triol's High Priest		9C	E8	A9	-1
22156	Triol's Priest		9C	E8	A9	-1
22157	Triol's Priest		9C	E8	A9	-1
22158	Triol's Believer		9C	E8	A9	-1
22159	Triol's High Priest		9C	E8	A9	-1
22160	Triol's Priest		9C	E8	A9	-1
22161	Ritual Sacrifice		9C	E8	A9	-1
22162	Triol's Believer		9C	E8	A9	-1
22163	Triol's High Priest		9C	E8	A9	-1
22164	Triol's Believer		9C	E8	A9	-1
22165	Triol's Priest		9C	E8	A9	-1
22166	Triol's Believer		9C	E8	A9	-1
22167	Triol's High Priest		9C	E8	A9	-1
22168	Triol's Priest		9C	E8	A9	-1
22169	Ritual Sacrifice		9C	E8	A9	-1
22170	Triol's Believer		9C	E8	A9	-1
22171	Triol's High Priest		9C	E8	A9	-1
22172	Ritual Sacrifice		9C	E8	A9	-1
22173	Triol's Priest		9C	E8	A9	-1
22174	Triol's Priest		9C	E8	A9	-1
22175	Andreas' Captain of the Royal Guard		9C	E8	A9	-1
22176	Andreas' Royal Guards		9C	E8	A9	-1
22188	Andreas' Captain of the Royal Guard		9C	E8	A9	-1
22189	Andreas' Royal Guards		9C	E8	A9	-1
22190	Ritual Sacrifice		9C	E8	A9	-1
22191	Andreas' Captain of the Royal Guard		9C	E8	A9	-1
22192	Andreas' Royal Guards		9C	E8	A9	-1
22193	Andreas' Royal Guards		9C	E8	A9	-1
22194	Penance Guard		9C	E8	A9	-1
22195	Ritual Sacrifice		9C	E8	A9	-1
22196	Velociraptor		9C	E8	A9	-1
22197	Velociraptor		9C	E8	A9	-1
22198	Velociraptor		9C	E8	A9	-1
22199	Pterosaur		9C	E8	A9	-1
22200	Ornithomimus		9C	E8	A9	-1
22201	Ornithomimus		9C	E8	A9	-1
22202	Ornithomimus		9C	E8	A9	-1
22203	Deinonychus		9C	E8	A9	-1
22204	Deinonychus		9C	E8	A9	-1
22205	Deinonychus		9C	E8	A9	-1
22208	Pachycephalosaurus		9C	E8	A9	-1
22209	Pachycephalosaurus		9C	E8	A9	-1
22210	Pachycephalosaurus		9C	E8	A9	-1
22211	Wild Strider		9C	E8	A9	-1
22212	Wild Strider		9C	E8	A9	-1
22213	Wild Strider		9C	E8	A9	-1
22214	Elroki		9C	E8	A9	-1
22215	Tyrannosaurus		9C	E8	A9	-1
22216	Tyrannosaurus		9C	E8	A9	-1
22217	Tyrannosaurus		9C	E8	A9	-1
22218	Velociraptor		9C	E8	A9	-1
22219	Ornithomimus		9C	E8	A9	-1
22220	Deinonychus		9C	E8	A9	-1
22221	Pachycephalosaurus		9C	E8	A9	-1
22222	Wild Strider		9C	E8	A9	-1
22223	Velociraptor		9C	E8	A9	-1
22224	Ornithomimus		9C	E8	A9	-1
22225	Deinonychus		9C	E8	A9	-1
22226	Pachycephalosaurus		9C	E8	A9	-1
22227	Wild Strider		9C	E8	A9	-1
25001	Greyclaw Kutus	Raid Boss	3F	8B	FE	-1
25002	Guard of Kutus	Raid Fighter	3F	8B	FE	-1
25003	Pawn of Kutus	Raid Fighter	3F	8B	FE	-1
25004	Turek Mercenary Captain	Raid Boss	3F	8B	FE	-1
25005	Turek Mercenary Archer	Raid Fighter	3F	8B	FE	-1
25006	Turek Mercenary Warrior	Raid Fighter	3F	8B	FE	-1
25007	Retreat Spider Cletu	Raid Boss	3F	8B	FE	-1
25008	Cletu's Retainer	Raid Fighter	3F	8B	FE	-1
25009	Cletu's Pawn	Raid Fighter	3F	8B	FE	-1
25010	Furious Thieles	Raid Boss	3F	8B	FE	-1
25011	Guard of Thieles	Raid Fighter	3F	8B	FE	-1
25012	Follower of Thieles	Raid Fighter	3F	8B	FE	-1
25013	Ghost of Peasant Leader	Raid Boss	3F	8B	FE	-1
25014	Ghost of Peasant	Raid Fighter	3F	8B	FE	-1
25015	Ghost of Peasant	Raid Fighter	3F	8B	FE	-1
25016	The 3rd Underwater Guardian	Raid Boss	3F	8B	FE	-1
25017	Escort of the 3rd Guardian	Raid Fighter	3F	8B	FE	-1
25018	Support of the 3rd Guardian	Raid Fighter	3F	8B	FE	-1
25019	Pan Dryad	Raid Boss	3F	8B	FE	-1
25020	Breka Warlock Pastu	Raid Boss	3F	8B	FE	-1
25021	Pastu's Silhouette	Raid Fighter	3F	8B	FE	-1
25022	Pastu's Shadow	Raid Fighter	3F	8B	FE	-1
25023	Stakato Queen Zyrnna	Raid Boss	3F	8B	FE	-1
25024	Jeruna's Guard Captain	Raid Fighter	3F	8B	FE	-1
25025	Jeruna's Guard	Raid Fighter	3F	8B	FE	-1
25026	Katu Van Leader Atui	Raid Boss	3F	8B	FE	-1
25027	Katu Van Marksman	Raid Fighter	3F	8B	FE	-1
25028	Katu Van Raider	Raid Fighter	3F	8B	FE	-1
25029	Atraiban	Raid Boss	3F	8B	FE	-1
25030	Atraiban's Top Disciple	Raid Fighter	3F	8B	FE	-1
25031	Atraiban's Disciple	Raid Fighter	3F	8B	FE	-1
25032	Eva's Guardian Millenu	Raid Boss	3F	8B	FE	-1
25033	Millenu Guard Shaman	Raid Fighter	3F	8B	FE	-1
25034	Mellenu Guard Warrior	Raid Fighter	3F	8B	FE	-1
25035	Shilen's Messenger Cabrio	Raid Boss	3F	8B	FE	-1
25036	Cabrio Captor	Raid Fighter	3F	8B	FE	-1
25037	Cabrio Blader	Raid Fighter	3F	8B	FE	-1
25038	Tirak	Raid Boss	3F	8B	FE	-1
25039	Tirak's Guard	Raid Fighter	3F	8B	FE	-1
25040	Tirak's Knight	Raid Fighter	3F	8B	FE	-1
25041	Remmel	Raid Boss	3F	8B	FE	-1
25042	Remmel's Archer	Raid Fighter	3F	8B	FE	-1
25043	Remmel's Guard	Raid Fighter	3F	8B	FE	-1
25044	Barion	Raid Boss	3F	8B	FE	-1
25045	Dark Mage's of Barion	Raid Fighter	3F	8B	FE	-1
25046	Barion's Grunt	Raid Fighter	3F	8B	FE	-1
25047	Karte	Raid Boss	3F	8B	FE	-1
25048	Karte's Chief Knight	Raid Fighter	3F	8B	FE	-1
25049	Karte's Royal Guard	Raid Fighter	3F	8B	FE	-1
25050	Verfa	Raid Boss	3F	8B	FE	-1
25051	Rahha	Raid Boss	3F	8B	FE	-1
25052	Priestess of Rahha	Raid Fighter	3F	8B	FE	-1
25053	Fanatics of Rahha	Raid Fighter	3F	8B	FE	-1
25054	Kernon	Raid Boss	3F	8B	FE	-1
25055	Taliadon	Raid Fighter	3F	8B	FE	-1
25056	Vemsk	Raid Fighter	3F	8B	FE	-1
25057	Biconne of Blue Sky	Raid Boss	3F	8B	FE	-1
25058	Biconne's Shooter	Raid Fighter	3F	8B	FE	-1
25059	Biconne's Warrior	Raid Fighter	3F	8B	FE	-1
25060	Unrequited Kael	Raid Boss	3F	8B	FE	-1
25061	Kael's Bead	Raid Fighter	3F	8B	FE	-1
25062	Kael's Escort	Raid Fighter	3F	8B	FE	-1
25063	Chertuba of Great Soul	Raid Boss	3F	8B	FE	-1
25064	Wizard of Storm Teruk	Raid Boss	3F	8B	FE	-1
25065	Teruk's Escort	Raid Fighter	3F	8B	FE	-1
25066	Teruk's Knight	Raid Fighter	3F	8B	FE	-1
25067	Captain of Red Flag Shaka	Raid Boss	3F	8B	FE	-1
25068	Shaka's Shooter	Raid Fighter	3F	8B	FE	-1
25069	Shaka's Follower	Raid Fighter	3F	8B	FE	-1
25070	Enchanted Forest Watcher Ruell	Raid Boss	3F	8B	FE	-1
25071	Ruell's Wind	Raid Fighter	3F	8B	FE	-1
25072	Ruell's Unicorn	Raid Fighter	3F	8B	FE	-1
25073	Bloody Priest Rudelto	Raid Boss	3F	8B	FE	-1
25074	Rudelto's Banshee	Raid Fighter	3F	8B	FE	-1
25075	Rudelto's Dre Vanul	Raid Fighter	3F	8B	FE	-1
25076	Princess Molrang	Raid Boss	3F	8B	FE	-1
25077	Captain Dogun	Raid Fighter	3F	8B	FE	-1
25078	Princess' Guard	Raid Fighter	3F	8B	FE	-1
25079	Cat's Eye Bandit	Raid Boss	3F	8B	FE	-1
25080	Mercenary	Raid Fighter	3F	8B	FE	-1
25081	Cat's Eye Bandit	Raid Fighter	3F	8B	FE	-1
25082	Leader of Cat Gang	Raid Boss	3F	8B	FE	-1
25083	Cat Gang	Raid Fighter	3F	8B	FE	-1
25084	Cat Gang	Raid Fighter	3F	8B	FE	-1
25085	Timak Orc Chief Ranger	Raid Boss	3F	8B	FE	-1
25086	Timak Orc Ranger	Raid Fighter	3F	8B	FE	-1
25087	Timak Orc Ranger	Raid Fighter	3F	8B	FE	-1
25088	Crazy Mechanic Golem	Raid Boss	3F	8B	FE	-1
25089	Soulless Wild Boar	Raid Boss	3F	8B	FE	-1
25090	Soulless Wolf	Raid Fighter	3F	8B	FE	-1
25091	Soulless Bear	Raid Fighter	3F	8B	FE	-1
25092	Korim	Raid Boss	3F	8B	FE	-1
25093	Korim Chief Guard Kaywon	Raid Fighter	3F	8B	FE	-1
25094	Korim Guards	Raid Fighter	3F	8B	FE	-1
25095	Elf Renoa	Raid Boss	3F	8B	FE	-1
25096	Renoa's Elpy	Raid Fighter	3F	8B	FE	-1
25097	Renoa's Hog	Raid Fighter	3F	8B	FE	-1
25098	Sejarr's Servitor	Raid Boss	3F	8B	FE	-1
25099	Rotten Tree Repiro	Raid Boss	3F	8B	FE	-1
25100	Spirit of Sea of Spores	Raid Fighter	3F	8B	FE	-1
25101	Fighter of Sea of Spores	Raid Fighter	3F	8B	FE	-1
25102	Shacram	Raid Boss	3F	8B	FE	-1
25103	Sorcerer Isirr	Raid Boss	3F	8B	FE	-1
25104	Isirr's Guard	Raid Fighter	3F	8B	FE	-1
25105	Isirr's Guards	Raid Fighter	3F	8B	FE	-1
25106	Ghost of the Well Lidia	Raid Boss	3F	8B	FE	-1
25107	Lidia's Archer	Raid Fighter	3F	8B	FE	-1
25108	Lidia's Fighter	Raid Fighter	3F	8B	FE	-1
25109	Antharas Priest Cloe	Raid Boss	3F	8B	FE	-1
25110	Cloe's Servitor	Raid Fighter	3F	8B	FE	-1
25111	Cloe's Servitor	Raid Fighter	3F	8B	FE	-1
25112	Agent of Beres, Meana	Raid Boss	3F	8B	FE	-1
25113	Meana's Maid	Raid Fighter	3F	8B	FE	-1
25114	Meana's Guard Doll	Raid Fighter	3F	8B	FE	-1
25115	Icarus Sample 1	Raid Boss	3F	8B	FE	-1
25116	Icarus Sample 2	Raid Fighter	3F	8B	FE	-1
25117	Icarus Sample 3	Raid Fighter	3F	8B	FE	-1
25118	Guilotine, Warden of the Execution Grounds	Raid Boss	3F	8B	FE	-1
25119	Messenger of Fairy Queen Berun	Raid Boss	3F	8B	FE	-1
25120	Berun's Officer	Raid Fighter	3F	8B	FE	-1
25121	Berun's Prattler	Raid Fighter	3F	8B	FE	-1
25122	Refugee Hopeful Leo	Raid Boss	3F	8B	FE	-1
25123	Leo's Servant	Raid Fighter	3F	8B	FE	-1
25124	Leo's Steward	Raid Fighter	3F	8B	FE	-1
25125	Fierce Tiger King Angel	Raid Boss	3F	8B	FE	-1
25126	Longhorn Golkonda	Raid Boss	3F	8B	FE	-1
25127	Langk Matriarch Rashkos	Raid Boss	3F	8B	FE	-1
25128	Vuku Grand Seer Gharmash	Raid Boss	3F	8B	FE	-1
25129	Vuku Shaman	Raid Fighter	3F	8B	FE	-1
25130	Gharmash's Pet Trimden	Raid Fighter	3F	8B	FE	-1
25131	Carnage Lord Gato	Raid Boss	3F	8B	FE	-1
25132	Gato's Marksman	Raid Fighter	3F	8B	FE	-1
25133	Gato's Troop Leader	Raid Fighter	3F	8B	FE	-1
25134	Leto Chief Talkin	Raid Boss	3F	8B	FE	-1
25135	Talkin's Seer	Raid Fighter	3F	8B	FE	-1
25136	Talkin's Bodyguard	Raid Fighter	3F	8B	FE	-1
25137	Beleth's Seer Sephia	Raid Boss	3F	8B	FE	-1
25138	Soul Drinker	Raid Fighter	3F	8B	FE	-1
25139	Sephia's Salve	Raid Fighter	3F	8B	FE	-1
25140	Hekaton Prime	Raid Boss	3F	8B	FE	-1
25141	Hekaton Cottus	Raid Fighter	3F	8B	FE	-1
25142	Hekaton Chires	Raid Fighter	3F	8B	FE	-1
25143	Fire of Wrath Shuriel	Raid Boss	3F	8B	FE	-1
25144	Shuriel's Oracle	Raid Fighter	3F	8B	FE	-1
25145	Shuriel's Paladin	Raid Fighter	3F	8B	FE	-1
25146	Serpent Demon Bifrons	Raid Boss	3F	8B	FE	-1
25147	Assassin of Bifrons	Raid Fighter	3F	8B	FE	-1
25148	Butcher of Bifrons	Raid Fighter	3F	8B	FE	-1
25149	Zombie Lord Crowl	Raid Boss	3F	8B	FE	-1
25150	Evil Spirit Archer	Raid Fighter	3F	8B	FE	-1
25151	Evil Spirit Warrior	Raid Fighter	3F	8B	FE	-1
25152	Flame Lord Shadar	Raid Boss	3F	8B	FE	-1
25153	Claws of Shadar	Raid Fighter	3F	8B	FE	-1
25154	Whip of Shadar	Raid Fighter	3F	8B	FE	-1
25155	Shaman King Selu	Raid Boss	3F	8B	FE	-1
25156	Fanatic Shaman	Raid Fighter	3F	8B	FE	-1
25157	Fanatic Soldier	Raid Fighter	3F	8B	FE	-1
25158	King Tarlk	Raid Boss	3F	8B	FE	-1
25159	Paniel the Unicorn	Raid Boss	3F	8B	FE	-1
25160	Rapini the Unicorn	Raid Fighter	3F	8B	FE	-1
25161	Ririf the Unicorn	Raid Fighter	3F	8B	FE	-1
25162	Giant Marpanak	Raid Boss	3F	8B	FE	-1
25163	Roaring Skylancer	Raid Boss	3F	8B	FE	-1
25166	Ikuntai	Raid Boss	3F	8B	FE	-1
25167	Ikuntai's Servitor	Raid Fighter	3F	8B	FE	-1
25168	Pawn of Ikuntai	Raid Fighter	3F	8B	FE	-1
25169	Ragraman	Raid Boss	3F	8B	FE	-1
25170	Lizardmen Leader Hellion	Raid Boss	3F	8B	FE	-1
25171	Hellion's Archers	Raid Fighter	3F	8B	FE	-1
25172	Hellion's Guards	Raid Fighter	3F	8B	FE	-1
25173	Tiger King Karuta	Raid Boss	3F	8B	FE	-1
25174	Karuta's Follower	Raid Fighter	3F	8B	FE	-1
25175	Karuta's Inferiors	Raid Fighter	3F	8B	FE	-1
25176	Black Lily	Raid Boss	3F	8B	FE	-1
25177	Guardian Knight of Black Lily	Raid Fighter	3F	8B	FE	-1
25178	Servitor of Black Lily	Raid Fighter	3F	8B	FE	-1
25179	Guardian of the Statue of Giant Karum	Raid Boss	3F	8B	FE	-1
25180	Karum's Guard	Raid Fighter	3F	8B	FE	-1
25181	Karum's Warrior	Raid Fighter	3F	8B	FE	-1
25182	Demon Kurikups	Raid Boss	3F	8B	FE	-1
25183	Kurikups' Wife	Raid Fighter	3F	8B	FE	-1
25184	Devil Blader of Chaos	Raid Fighter	3F	8B	FE	-1
25185	Tasaba Patriarch Hellena	Raid Boss	3F	8B	FE	-1
25186	Hellena's Marksman	Raid Fighter	3F	8B	FE	-1
25187	Helena's Soldier	Raid Fighter	3F	8B	FE	-1
25188	Apepi	Raid Boss	3F	8B	FE	-1
25189	Cronos's Servitor Mumu	Raid Boss	3F	8B	FE	-1
25190	Mumu's Wizard	Raid Fighter	3F	8B	FE	-1
25191	Mumu's Warrior	Raid Fighter	3F	8B	FE	-1
